"SOURCE" "TRAJ" "subj" "language" "stimulus" "iter" "cluster" "C1_GONS..ms." "C1_PVEL..ms." "C1_NONS..ms." "C1_MAXC..ms." "C1_NOFFS..ms." "C1_PVEL2..ms." "C1_GOFFS..ms." "C2_GONS..ms." "C2_PVEL..ms." "C2_NONS..ms." "C2_MAXC..ms." "C2_NOFFS..ms." "C2_PVEL2..ms." "C2_GOFFS..ms." "C1_PV_to" "C2_PV_to" "C1stiffness1" "C2stiffness1" "C1_PV_fro" "C2_PV_fro" "C1stiffness2" "C2stiffness2" "C1_AV_to" "C2_AV_to" "C1_AV_fro" "C2_AV_fro" "C2onset_C1release" "rel.overlap" "C2onset_C1offset" "n.overlap2" "onset.lag" "n.onset.lag" "offset.lag" "n.offset.lag" "IPI" "n.IPI" "C1_pla" "C2_pla" "n.C1_pla" "n.C2_pla" "C1_gest" "C2_gest" "n.C1_gest" "n.C2_gest" "clus_gest" "C1_to" "C1_fro" "C2_to" "C2_fro" "vowel" "C1_PD" "C1_PD2" "C2_PD" "C2_PD2" "articulator" "type" "voicing" "pros_cond" "C2target_C1offset" "recstiffmean" "recstiffmean2" "C1onset_C2target" "recC1stiffness2" "recC2stiffness1"
"550" "glato_w_01" "TB" "SP8" "Spanish" "glato" 1 "gl" 1820.8 1890.4 1920.8 2083.2 2123.2 2156 2172.8 2091.2 2118.4 2140 2147.2 2161.6 2197.6 2227.2 10.411 22.71 15.9211193585027 29.9412513589418 11.793 26.027 25.6733812948159 24.081531336859 0.0653911308970873 0.155427322285257 0.0926103554665788 0.164754077816148 32 0.158102766798419 0.0816000000000004 0.200787401574804 -270.4 -0.665354330708661 54.3999999999996 0.133858267716535 16.8000000000002 0.0697674418604659 202.4 21.5999999999999 0.840531561461794 0.0897009966777405 352 136 0.866141732283465 0.334645669291339 406.4 100 49.6000000000004 48.8000000000002 65.5999999999999 "a" 6.53911308970873 4.59347363114234 7.58485332752058 10.8078675047393 "VEL" "TB-TT" "voiced" "N" 32.8000000000002 0.0361747933772094 0.048104195897385 319.2 0.0389508490726901 0.0333987376817287
"551" "glato_w_02" "TB" "SP8" "Spanish" "glato" 2 "gl" 2983.2 3043.2 3074.4 3088 3106.4 3197.6 3213.6 3077.6 3098.4 3120.8 3129.6 3144.8 3181.6 3200.8 9.313 21.776 16.2711278073187 30.9760999760921 9.405 22.61 15.0716509054897 25.7514411889979 0.0627591579879568 0.162729999729832 0.0582107491112788 0.156787341351792 28.8000000000002 0.900000000000006 0.136 0.624999999999999 -94.4000000000001 -0.433823529411764 -12.7999999999997 -0.0588235294117634 14.4000000000001 0.204545454545456 32 24 0.454545454545454 0.34090909090909 230.4 123.2 1.05882352941176 0.566176470588236 217.6 91.2000000000003 107.2 43.2000000000003 56 "a" 5.72363520850168 6.24019230472908 7.02993598832877 8.78009111570034 "VEL" "TB-TT" "voiced" "N" 92.7999999999997 0.0493163428823046 0.0468707542283353 137.6 0.066349732107699 0.0322829536569103
"552" "glato_w_03" "TB" "SP8" "Spanish" "glato" 3 "gl" 1552 1588.8 1620 1635.2 1650.4 1737.6 1816 1635.2 1653.6 1676.8 1684 1692.8 1725.6 1742.4 10.643 20.634 20.3324063547624 31.3754793989582 12.672 22.879 11.9382595615828 28.3866426224011 0.076977954872367 0.158088298533244 0.0640979019895673 0.162495497416208 15.2 0.5 0.1808 0.949579831932772 -83.2 -0.436974789915966 -73.5999999999999 -0.386554621848739 26.3999999999999 0.362637362637361 30.4000000000001 16 0.417582417582419 0.21978021978022 264 107.2 1.38655462184874 0.563025210084034 190.4 68 165.6 41.5999999999999 49.6000000000001 "a" 5.23450093132096 10.6146125694723 6.57647321898295 8.05977667184395 "VEL" "TB-TT" "voiced" "N" 139.2 0.0578181633516157 0.0405272965126582 124.8 0.0837643037363662 0.0318720229668652
"553" "glato_w_04" "TB" "SP8" "Spanish" "glato" 4 "gl" 3141.6 3185.6 3221.6 3256.8 3268.8 3336.8 3361.6 3241.6 3264.8 3284 3290.4 3298.4 3332.8 3353.6 8.891 16.374 17.6518560294656 30.6069441703438 9.366 20.417 13.3704530847638 24.483561100553 0.0629608012973152 0.12617373467071 0.0754848945642253 0.151070012604271 27.2000000000003 0.57627118644068 0.12 0.566037735849057 -100 -0.471698113207547 -8 -0.0377358490566038 15.1999999999998 0.197916666666664 47.2000000000003 14.4000000000001 0.614583333333335 0.187500000000001 220 112 1.0377358490566 0.528301886792453 212 80 92.7999999999997 42.4000000000001 55.1999999999998 "a" 5.03686410378521 7.00499821556009 5.3497663500381 8.33906469575575 "VEL" "TB-TT" "voiced" "N" 77.5999999999999 0.0537320525937178 0.0446617953017104 142.4 0.0747917810758068 0.0326723241116288
"554" "glato_w_05" "TB" "SP8" "Spanish" "glato" 5 "gl" 1905.6 1962.4 1996 2024 2041.6 2113.6 2135.2 2006.4 2028.8 2051.2 2059.2 2070.4 2108 2126.4 9.706 18.882 15.4983866838172 29.8066668463184 9.758 17.356 14.3842594084988 25.5511732294759 0.0692764084595184 0.141402330042071 0.0724765410519087 0.121297197841012 35.1999999999998 0.771929824561401 0.1288 0.583333333333332 -100.8 -0.456521739130435 -8.79999999999973 -0.0398550724637668 9.59999999999991 0.129032258064515 45.5999999999999 19.2000000000003 0.61290322580645 0.258064516129036 229.6 120 1.03985507246377 0.543478260869565 220.8 90.4000000000001 93.5999999999999 44.7999999999997 56 "a" 6.26258732474047 6.78380424245865 6.33482438588474 6.79264307909668 "VEL" "TB-TT" "voiced" "N" 84 0.0515349891436875 0.0490361930872368 145.6 0.0695204369999862 0.0335495412873887
"555" "glato_w_06" "TB" "SP8" "Spanish" "glato" 6 "gl" 4696.8 4746.4 4792.8 4813.6 4835.2 4932 4980.8 4796 4817.6 4838.4 4847.2 4858.4 4916 4926.4 8.779 22.46 13.919148223941 30.8511826628756 11.504 18.266 13.3541932677783 24.3893784842704 0.0656993626300895 0.171700704935863 0.0591656773469278 0.110137143196193 39.1999999999998 0.924528301886796 0.1848 0.804878048780491 -99.1999999999998 -0.43205574912892 -54.4000000000005 -0.236933797909411 3.19999999999982 0.0487804878048757 42.3999999999996 20 0.646341463414634 0.30487804878049 284 130.4 1.23693379790941 0.56794425087108 229.599999999999 96 145.6 42.3999999999996 68 "a" 6.30713881248859 8.61452262171271 7.28010988928052 7.48932573734111 "VEL" "TB-TT" "voiced" "N" 142.400000000001 0.0536482572034163 0.0521285724358428 141.599999999999 0.074882846155361 0.0324136682514715
"556" "glato_w_07" "TB" "SP8" "Spanish" "glato" 7 "gl" 1142.4 1203.2 1233.6 1246.4 1268 1351.2 1364.8 1238.4 1259.2 1281.6 1292.8 1311.2 1342.4 1360.8 8.157 17.84 15.1419482735529 29.3050281266275 10.014 22.057 15.7764379390022 27.1935871585663 0.0590682175489283 0.140918807918745 0.0655727317047866 0.163530312515272 29.5999999999999 0.860465116279065 0.1264 0.578754578754578 -96 -0.43956043956044 -4 -0.0183150183150183 13.5999999999999 0.175257731958761 34.4000000000001 29.6000000000001 0.443298969072165 0.381443298969073 222.4 122.4 1.01831501831502 0.56043956043956 218.4 91.1999999999998 96.8 43.1999999999998 49.5999999999999 "a" 5.38702144046225 6.34744042902334 6.08769250208977 8.11110350075746 "VEL" "TB-TT" "voiced" "N" 83.2 0.0487547506276255 0.0500827682726331 139.2 0.0633856643601291 0.034123836895122
"557" "glato_w_08" "TB" "SP8" "Spanish" "glato" 8 "gl" 1530.4 1583.2 1607.2 1620 1670.4 1768.8 1804.8 1607.2 1630.4 1656.8 1668.8 1690.4 1732 1746.4 7.802 16.818 17.4676505873745 25.3627368274177 10.184 18.247 13.3988401782988 26.7357105006117 0.0581581026930399 0.133689271371778 0.0565525138858925 0.121874182362511 63.2 1 0.1976 0.914814814814814 -76.8 -0.355555555555555 -58.3999999999999 -0.27037037037037 -13.6000000000001 -0.16346153846154 63.2 33.6000000000001 0.759615384615385 0.403846153846155 274.4 139.2 1.27037037037037 0.644444444444445 216 76.8 134.4 49.5999999999999 56 "a" 4.46654228682546 7.60065786626395 6.63098786004016 6.82495421230062 "VEL" "TB-TT" "voiced" "N" 148 0.0570306235528716 0.0483383025669083 126.4 0.0746333254739192 0.0394279216318239
"558" "glato_w_09" "TB" "SP8" "Spanish" "glato" 9 "gl" 1058.4 1121.6 1149.6 1164 1183.2 1239.2 1252 1147.2 1165.6 1187.2 1194.4 1204 1241.6 1259.2 10.976 20.221 15.3664614659688 31.7272674563408 8.075 16.313 18.0067981250709 24.6319913007462 0.0783204887211781 0.159334553691282 0.0651804864092403 0.119976236882597 36 1.07142857142857 0.1048 0.521912350597609 -88.8 -0.442231075697211 7.20000000000005 0.0358565737051795 4 0.0735294117647058 33.6000000000001 16.8 0.617647058823531 0.308823529411763 193.6 112 0.964143426294821 0.557768924302789 200.8 91.1999999999998 68.8 40 55.2 "a" 7.14282857137143 4.48441746495573 6.37338214765128 6.62268827591938 "VEL" "TB-TT" "voiced" "N" 64.8 0.0435266057437311 0.0482977103990163 128.8 0.0555345816093589 0.0315186298781034
"559" "glato_w_10" "TB" "SP8" "Spanish" "glato" 10 "gl" 1294.4 1338.4 1392 1412.8 1423.2 1455.2 1466.4 1397.6 1420.8 1442.4 1448.8 1456 1485.6 1494.4 10.973 16.987 13.9121828979154 28.4542956130137 8.549 11.277 28.10893884947 35.1719966485985 0.0808128239209468 0.133257246041065 0.0704023441006738 0.0834959351139654 25.6000000000001 0.820512820512824 0.0688000000000002 0.344000000000001 -103.2 -0.515999999999999 28 0.14 19.2 0.300000000000001 31.2 13.5999999999999 0.487500000000001 0.212499999999999 172 96.8000000000002 0.86 0.484000000000001 200 97.5999999999999 43.2 44.8000000000002 38.4000000000001 "a" 7.8873316146844 3.04138126514911 5.96992462263972 3.20624390837628 "VEL" "TB-TT" "voiced" "N" 24 0.0353599750851685 0.0535117622963494 148 0.0355758716241561 0.0351440785461808
"571" "gleba_w_02" "TB" "SP8" "Spanish" "gleba" 2 "gl" 1164.8 1218.4 1252.8 1301.6 1315.2 1338.4 1356 1268 1290.4 1316 1326.4 1344 1380 1405.6 9.16 19.577 15.9527661916643 27.8508666494034 5.863 18.963 32.1290420857103 22.6829494433593 0.065249441908889 0.14644218142325 0.0447261950757222 0.135714674081343 47.2 0.756410256410256 0.088 0.365448504983389 -103.2 -0.428571428571429 49.5999999999999 0.205980066445182 0.799999999999955 0.0087719298245609 62.4000000000001 28 0.68421052631579 0.307017543859649 191.2 137.6 0.794019933554818 0.571428571428571 240.8 88 40.8 48 61.5999999999999 "e" 5.74195088798223 1.82482875908946 7.02922470831599 8.36002392341075 "VEL" "TB-TT" "voiced" "N" 40 0.0335150069377321 0.0492952893830617 151.2 0.0311244884715925 0.0359055254038718
"5731" "gleba_w_05" "TB" "SP8" "Spanish" "gleba" 5 "gl" 1176.8 1236.8 1283.2 1311.2 1327.2 1394.4 1408 1277.6 1300 1324 1335.2 1353.6 1386.4 1412.8 9.061 20.625 13.6136401688012 28.7905945402809 7.346 18.579 22.0589659812582 23.3591879438778 0.0625547417003523 0.15439219559114 0.0412149153597691 0.134351613683434 49.6000000000001 1.12727272727273 0.1304 0.552542372881356 -100.8 -0.427118644067796 4.79999999999995 0.0203389830508473 -3.20000000000005 -0.0454545454545462 44 29.5999999999999 0.625000000000001 0.420454545454545 231.2 135.2 0.979661016949153 0.572881355932204 236 106.4 80.8 46.4000000000001 59.2 "e" 6.65582451691749 3.33016516106934 7.16379787542893 7.95361553005927 "VEL" "TB-TT" "voiced" "N" 84 0.0400333030187383 0.0540946522621251 147.2 0.0453330405808515 0.0347335654566251
"5741" "gleba_w_06" "TB" "SP8" "Spanish" "gleba" 6 "gl" 1402.4 1451.2 1504 1531.2 1546.4 1580.8 1600.8 1523.2 1547.2 1568 1577.6 1597.6 1630.4 1656 9.104 19.14 14.7628119036892 30.2101755791021 5.79 20.11 25.3179022809597 24.108481593352 0.0606973114588055 0.141419946977296 0.0420389581839312 0.142833265436114 23.2 0.547169811320755 0.0775999999999999 0.305993690851735 -120.8 -0.476340694006309 55.2 0.217665615141956 21.5999999999999 0.23076923076923 42.4000000000001 29.5999999999999 0.452991452991454 0.316239316239316 198.4 132.8 0.782334384858044 0.523659305993691 253.6 101.6 54.3999999999999 44.8 58.4000000000001 "e" 6.16684684421464 2.28691932520585 6.33561362458286 8.34146270146909 "VEL" "TB-TT" "voiced" "N" 32.8 0.0362995863453071 0.0504196012444581 165.6 0.0394977430950924 0.0331014295955218
"5751" "gleba_w_07" "TB" "SP8" "Spanish" "gleba" 7 "gl" 1142.4 1203.2 1235.2 1251.2 1268.8 1380 1395.2 1250.4 1274.4 1304 1316.8 1330.4 1374.4 1401.6 7.581 14.976 15.4297135579547 24.390750083898 5.956 15.158 13.2225027362505 19.5852216780995 0.0529444762781822 0.114552846514991 0.0356364102201114 0.108700969499379 18.3999999999999 0.547619047619045 0.1448 0.558641975308642 -108 -0.416666666666667 6.39999999999986 0.0246913580246909 35.2 0.369747899159664 33.5999999999999 26.4000000000001 0.352941176470587 0.277310924369749 252.8 151.2 0.975308641975309 0.583333333333333 259.2 92.8 126.4 53.5999999999999 71.1999999999998 "e" 4.9132473986153 4.50444225182208 6.1400325732035 7.73950902835574 "VEL" "TB-TT" "voiced" "N" 91.2 0.0583138983697443 0.052904583128247 161.6 0.0756286476128626 0.040999149126626
"5761" "gleba_w_10" "TB" "SP8" "Spanish" "gleba" 10 "gl" 1485.6 1521.6 1552.8 1622.4 1646.4 1696 1700.8 1584.8 1607.2 1630.4 1640 1657.6 1688.8 1770.4 11.307 19.931 21.9315791676193 29.221952879549 5.404 18.598 25.4747003035474 18.2817198666651 0.0767199330633942 0.149573621973508 0.0389948592566112 0.0901862011491914 61.6000000000001 0.658119658119659 0.116 0.407303370786517 -99.2 -0.348314606741573 69.6000000000001 0.24438202247191 -16 -0.152671755725191 93.6000000000001 27.1999999999998 0.893129770992368 0.259541984732823 215.2 185.6 0.75561797752809 0.651685393258427 284.8 67.2 54.3999999999999 45.6000000000001 112.8 "e" 5.15557950186009 2.12132034355964 6.82055716199197 10.1730034896288 "VEL" "TB-TT" "voiced" "N" 70.3999999999999 0.0367377401474817 0.0399085997842767 144.8 0.039254632560319 0.0342208477346444
"5861" "globo_w_01" "TB" "SP8" "Spanish" "globo" 1 "gl" 2094.4 2157.6 2188 2213.6 2229.6 2258.4 2277.6 2185.7 2206.4 2237.6 2260.8 2288 2326.4 2360 9.668 19.709 15.2502737178638 24.4723749118614 8.072 23.54 24.8281099275261 20.1071767132337 0.067730324190579 0.15517477141966 0.0677323675292035 0.162600870876747 43.9000000000001 1.05528846153847 0.0919000000000001 0.346009036144579 -91.2999999999997 -0.343749999999999 82.4000000000001 0.310240963855422 8 0.08 41.5999999999999 50.4000000000001 0.415999999999999 0.504000000000001 183.2 174.3 0.689759036144578 0.656250000000001 265.6 93.5999999999999 48 51.9000000000001 72 "o" 6.33955834423819 3.25115364140177 8.05357063668035 11.7072627031258 "VEL" "TB-TT" "voiced" "N" 40 0.0405696646418695 0.0532174973339375 143.2 0.0402769281640458 0.0408624011196933
"5881" "globo_w_03" "TB" "SP8" "Spanish" "globo" 3 "gl" 1294.4 1348 1385.6 1414.4 1435.5 1468.8 1547.2 1386.4 1408.8 1434.4 1444.8 1470.4 1508 1538.4 10 19.347 17.077183985952 26.3621275583393 11.582 24.771 12.0216139830734 21.3558974948796 0.0642079647892868 0.15289452609924 0.0862516891280896 0.170575557338224 49.0999999999999 0.98396793587174 0.1608 0.659016393442623 -92 -0.377049180327869 -8.79999999999995 -0.0360655737704916 -1.09999999999991 -0.0129716981132064 49.9000000000001 36 0.588443396226415 0.424528301886792 252.8 152 1.03606557377049 0.622950819672131 244 91.1999999999998 111.7 48 68 "o" 5.85576638878294 9.63431367560762 7.33893725276351 11.5991378989992 "VEL" "TB-TT" "voiced" "N" 112.8 0.0605583557565424 0.0482454346543182 140 0.083183506092278 0.0379332054208069
"5891" "globo_w_04" "TB" "SP8" "Spanish" "globo" 4 "gl" 6305.6 6343.2 6372.8 6416 6432.8 6520 6562.4 6404.8 6427.2 6451.2 6460 6476 6513.6 6557.6 8.647 15.32 21.0464687011083 28.1112748028931 9.838 21.208 10.2114175760211 19.8718295189055 0.0611388053100422 0.117451953391714 0.0743388400895653 0.130789145778977 28 0.466666666666667 0.157599999999999 0.625396825396823 -99.1999999999998 -0.393650793650793 -4.79999999999927 -0.0190476190476162 18.3999999999996 0.178294573643408 60 24.8000000000002 0.58139534883721 0.240310077519382 256.799999999999 152.8 1.01904761904762 0.606349206349207 252 67.1999999999998 129.599999999999 46.3999999999996 81.6000000000004 "o" 4.10852771683483 9.63431367560762 5.44977063737549 10.6723942955646 "VEL" "TB-TT" "voiced" "N" 111.2 0.0667512558011618 0.0415434122261933 145.599999999999 0.0979295962147551 0.0355729153875684
"5901" "globo_w_05" "TB" "SP8" "Spanish" "globo" 5 "gl" 2976.8 3027.2 3071.2 3091.2 3121.6 3188 3242.4 3072.8 3094.4 3119.2 3128 3142.4 3182.4 3220.8 9.811 19.496 14.3382969676197 28.1959118618755 8.866 21.047 11.0198307265341 19.8072415276293 0.072484260146424 0.149018913043644 0.0666017850513598 0.135534588336588 48.7999999999997 0.968253968253961 0.1696 0.695081967213114 -96 -0.39344262295082 -21.5999999999999 -0.088524590163934 -2.40000000000009 -0.0337078651685405 50.4000000000001 23.2000000000003 0.707865168539324 0.325842696629216 265.6 148 1.08852459016393 0.60655737704918 244 94.3999999999996 120.8 46.3999999999996 78.4000000000001 "o" 6.8425141578224 8.04549563420427 6.91447756522501 10.6259117255885 "VEL" "TB-TT" "voiced" "N" 123.2 0.0631058149745719 0.0526047120839635 142.4 0.0907454955358026 0.0354661344133413
"5911" "globo_w_06" "TB" "SP8" "Spanish" "globo" 6 "gl" 8064.8 8114.4 8155.2 8190.4 8207.2 8232.8 8252 8156 8177.6 8208.8 8220 8239.2 8281.6 8318.4 9.936 15.979 15.0840081285274 24.6385396144314 9.94 19.398 28.1370842984932 19.227628909975 0.0728662458202412 0.122828942174933 0.0788550077350714 0.127381407021634 51.2000000000007 0.984615384615381 0.096 0.378548895899054 -91.1999999999998 -0.359621451104101 66.3999999999996 0.261829652996845 1.59999999999854 0.0190476190476015 52.0000000000009 30.4000000000015 0.619047619047623 0.361904761904775 187.2 162.4 0.738170347003155 0.640378548895899 253.599999999999 90.3999999999996 44.7999999999993 52.7999999999993 79.1999999999989 "o" 6.58710862214978 3.53270434653114 6.48536814683639 10.0886074361133 "VEL" "TB-TT" "voiced" "N" 43.2000000000007 0.0380635531484088 0.0534410988761951 143.999999999999 0.0355402851763696 0.040586821120448
"593" "globo_w_08" "TB" "SP8" "Spanish" "globo" 8 "gl" 1900 1955.2 1990.4 2025.6 2043.2 2084 2176 1981.6 2000.8 2027.2 2040 2057.6 2101.6 2155.2 9.515 17.947 16.4394161388133 28.7197955349578 7.828 16.091 10.719265432655 16.2295424400326 0.0640256465862291 0.137039471929543 0.0549905061152403 0.101584381622504 61.6000000000001 1.16666666666667 0.1944 0.761755485893418 -81.5999999999999 -0.31974921630094 -20.8000000000002 -0.0815047021943581 -16 -0.238095238095239 52.8 30.3999999999999 0.785714285714287 0.452380952380952 276 173.6 1.08150470219436 0.68025078369906 255.2 90.4000000000001 132.8 45.6000000000001 97.5999999999999 "o" 5.78791845139511 7.30273921210391 6.2489999199872 9.91463564635635 "VEL" "TB-TT" "voiced" "N" 148.8 0.0640545819981134 0.0478243001678429 127.2 0.0932899746053135 0.0348191893909132
"594" "globo_w_09" "TB" "SP8" "Spanish" "globo" 9 "gl" 2988 3040.8 3082.4 3103.2 3120 3158.4 3209.6 3061.6 3080 3104.8 3115.2 3131.2 3179.2 3208.8 9.651 18.446 14.3709025588084 29.3126182020403 11.045 18.107 16.4997835966685 19.7822790420225 0.0711403957219526 0.145667895579187 0.0747101248713374 0.117952854860813 58.4000000000001 1.55319148936171 0.148 0.670289855072463 -73.5999999999999 -0.333333333333333 -0.799999999999727 -0.00362318840579586 -15.1999999999998 -0.311475409836064 37.5999999999999 26.3999999999996 0.770491803278691 0.540983606557373 221.6 147.2 1.0036231884058 0.666666666666667 220.8 94.4000000000001 89.5999999999999 43.2000000000003 77.6000000000004 "o" 6.71565335615233 6.69402718847182 6.29285308902091 9.15314153719913 "VEL" "TB-TT" "voiced" "N" 104.8 0.047360928255558 0.0518500264482884 116.8 0.0606068554863902 0.0341150010247258
"595" "globo_w_10" "TB" "SP8" "Spanish" "globo" 10 "gl" 2167.2 2217.6 2253.6 2297.6 2311.2 2348.8 2402.4 2260 2279.2 2303.2 2311.2 2324 2364.8 2401.6 8.815 16.338 15.5609984010392 30.2763283390227 11.095 17.382 15.3697488157915 19.6284644893491 0.0655648566586506 0.124914236696593 0.0791526935231312 0.114117355171807 51.1999999999998 0.888888888888887 0.1424 0.607508532423208 -92.8000000000002 -0.395904436860069 -0.800000000000182 -0.00341296928327723 -8 -0.113636363636363 57.5999999999999 20.8000000000002 0.818181818181816 0.295454545454548 235.2 141.6 1.00341296928328 0.604095563139931 234.4 86.4000000000001 91.2000000000003 43.1999999999998 77.5999999999999 "o" 5.66480361530742 7.21872564930958 5.39629502529282 8.85550676133218 "VEL" "TB-TT" "voiced" "N" 99.2000000000003 0.0490459880462488 0.048646166422793 136 0.0650628720081983 0.0330291040842993
"6061" "plato_w_01" "LA" "SP8" "Spanish" "plato" 1 "pl" 1693.6 1723.2 1749.6 1765.6 1792 1835.2 1871.2 1775.2 1794.4 1814.4 1820 1828 1861.6 1875.2 21.571 18.071 26.6308641975309 32.3730383250931 21.881 17.125 19.1938596491228 28.0737704918033 0.144642857142857 0.142400874866866 0.143939393939394 0.129237288135593 16.8 0.396226415094338 0.096 0.52863436123348 -81.6000000000001 -0.449339207048459 4 0.0220264317180617 22.4000000000001 0.285714285714287 42.4000000000001 13.5999999999999 0.540816326530613 0.173469387755101 177.6 100 0.977973568281938 0.550660792951541 181.6 56 79.2 39.2 47.2 "a" 8.1 11.4 5.58211429478115 6.1 "LAB" "LA-TT" "voiceless" "N" 56.8 0.0414949490036656 0.0342201587432058 120.8 0.052099995429825 0.0308899025775062
"6071" "plato_w_02" "LA" "SP8" "Spanish" "plato" 2 "pl" 1270.4 1300.8 1328.8 1347.2 1368 1412 1448.8 1356 1377.6 1399.2 1404.8 1411.2 1440.8 1456 22.564 20.477 25.6409090909091 29.6986522827671 21.805 17.412 18.6367521367521 28.9517222775538 0.15068493150685 0.159604760888316 0.14480198019802 0.134244419229955 12 0.306122448979591 0.0928 0.5 -85.5999999999999 -0.461206896551724 7.20000000000005 0.0387931034482761 31.2 0.378640776699029 39.2 12 0.475728155339806 0.145631067961165 178.4 100 0.961206896551724 0.538793103448276 185.6 58.3999999999999 80.8 43.2 44.8 "a" 8.8 11.7 6.89492567037528 6.01414998150196 "LAB" "LA-TT" "voiceless" "N" 49.5999999999999 0.0436644898154629 0.0363358694405348 128.8 0.0536574180233892 0.0336715616075366
"6081" "plato_w_03" "LA" "SP8" "Spanish" "plato" 3 "pl" 4640.8 4668.8 4696 4720 4736.8 4779.2 4819.2 4726.4 4748 4768.8 4775.2 4783.2 4815.2 4831.2 23.475 20.573 27.296511627907 31.4137369654248 22.169 16.708 18.3214876033058 26.8994471913766 0.155797101449276 0.154458625755026 0.146844660194175 0.129401667943913 10.4000000000005 0.254901960784326 0.0928000000000002 0.487394957983195 -85.5999999999995 -0.449579831932771 12 0.0630252100840337 32 0.366972477064221 40.8000000000002 14.3999999999996 0.467889908256884 0.165137614678895 178.4 104.8 0.936974789915966 0.550420168067229 190.4 55.1999999999998 82.3999999999996 42.4000000000005 48 "a" 8.6 12.1 6.54904573201318 6.21128006130781 "LAB" "LA-TT" "voiceless" "N" 50.3999999999996 0.043206964049055 0.0342339625283042 128 0.0545807208263791 0.0318332072717308
"6091" "plato_w_04" "LA" "SP8" "Spanish" "plato" 4 "pl" 2102.4 2132.8 2160 2184.8 2200 2241.6 2276.8 2187.2 2206.4 2227.2 2232.8 2239.2 2266.4 2284 19.638 16.029 26.184 31.4113020474059 20.036 14.16 19.643137254902 28.2522757101538 0.130208333333334 0.127573508221731 0.1328125 0.11187467934055 12.8000000000002 0.320000000000005 0.0896000000000004 0.493392070484584 -84.7999999999997 -0.466960352422906 7.19999999999982 0.03964757709251 27.1999999999998 0.343434343434342 40 12 0.505050505050506 0.151515151515152 174.4 96.8000000000002 0.96035242290749 0.533039647577094 181.6 57.5999999999999 76.8000000000002 40 44.8000000000002 "a" 7.5 10.2 5.10294032886923 5.01198563445667 "LAB" "LA-TT" "voiceless" "N" 49.6000000000004 0.0413720199188942 0.0350134683669886 124.8 0.0509083649431023 0.031835674894686
"6101" "plato_w_05" "LA" "SP8" "Spanish" "plato" 5 "pl" 4715.2 4748.8 4774.4 4783.2 4802.4 4847.2 4883.2 4790.4 4809.6 4828 4833.6 4839.2 4867.2 4880.8 19.224 16.523 25.9783783783784 34.2229754787928 20.216 14.698 19.4384615384615 30.3973685885578 0.125 0.128405401112481 0.128712871287128 0.116232859651312 12 0.428571428571429 0.0928000000000002 0.560386473429952 -75.1999999999998 -0.454106280193235 -2.39999999999964 -0.0144927536231862 25.6000000000004 0.395061728395066 28 11.1999999999998 0.432098765432098 0.172839506172836 168 90.4000000000005 1.01449275362319 0.545893719806765 165.6 59.1999999999998 80.8000000000002 37.6000000000004 41.6000000000004 "a" 7.4 10.4 4.82804308182932 4.83528696149463 "LAB" "LA-TT" "voiceless" "N" 55.1999999999998 0.0403322682693589 0.0338568428966755 112.8 0.0514444004748715 0.0292201360638463
"6111" "plato_w_06" "LA" "SP8" "Spanish" "plato" 6 "pl" 6049.6 6081.6 6106.4 6115.2 6159.2 6196.8 6230.4 6141.6 6161.6 6180.8 6187.2 6194.4 6220.8 6234.4 20.888 13.032 26.4405063291139 31.0638111576214 17.449 11.391 21.541975308642 29.8014052974051 0.139084507042255 0.107021311037771 0.113764044943821 0.095557574268082 17.5999999999995 0.333333333333322 0.0887999999999993 0.480519480519478 -92 -0.4978354978355 4 0.0216450216450217 21.6000000000004 0.24545454545455 52.8000000000002 13.5999999999995 0.600000000000002 0.154545454545448 180.799999999999 92.7999999999993 0.978354978354978 0.5021645021645 184.799999999999 56.7999999999993 71.1999999999998 39.1999999999998 40 "a" 7.9 8.1 4.19523539268061 3.82230297072328 "LAB" "LA-TT" "voiceless" "N" 49.5999999999995 0.0393063992330054 0.0350062792290695 131.2 0.0464209983380136 0.0321918001279973
"6121" "plato_w_07" "LA" "SP8" "Spanish" "plato" 7 "pl" 1930.4 1963.2 1991.2 2008 2049.6 2090.4 2124 2021.6 2043.2 2064 2070.4 2078.4 2110.4 2125.6 18.92 16.873 24.2564102564103 30.0157199847435 23.981 16.169 22.4121495327103 27.9149528594365 0.128289473684211 0.132579899269388 0.143817204301075 0.122716868284531 28 0.479452054794522 0.1024 0.524590163934427 -91.1999999999998 -0.467213114754098 1.59999999999991 0.00819672131147495 14.4000000000001 0.1651376146789 58.3999999999999 14.4000000000001 0.6697247706422 0.1651376146789 193.6 104 0.991803278688525 0.532786885245902 195.2 60.8 74.4000000000001 42.4000000000001 47.1999999999998 "a" 7.8 10.7 5.62138772902208 5.79223618302983 "LAB" "LA-TT" "voiceless" "N" 60 0.038967266133843 0.0372710457380804 133.6 0.0446186564363454 0.0333158758313405
